source_id,paragraph_index,normalized_paragraph_locator,text_excerpt,paragraph_style_id,direct_alignment,direct_indent,direct_spacing,direct_keep_next,run_count,distinct_fonts,distinct_sizes,bold_or_italic_runs,embedded_object_count,drawing_count,omml_count,table_context,formatting_mechanism,notes
HFUT_FMT_DOC,11,P007,Review suggestion to technical paper（句首字母和专有名词大写）,Normal,center,,,,2,黑体;SimHei,14,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,12,EMPTY_PARAGRAPH_012,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,楷体_GB2312;楷体,14,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,13,P008,ZHANG Guangming1， LI Si2(姓全大写，名首字母大写),Normal,center,,,,10,Times New Roman,,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit;r4:b=TRUE;i=inherit;r5:b=TRUE;i=inherit;r6:b=TRUE;i=inherit;r7:b=TRUE;i=inherit;r8:b=TRUE;i=inherit;r9:b=TRUE;i=inherit;r10:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,14,P009,"(1. School of Civil and Hydraulic Engineering, Hefei University of Technology, Hefei 230009, China；2. School of Resources and Environmental Engineering, Hefei University of Technology，Hefei 230009, China)",Normal,,,,,22,,7.5,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,15,EMPTY_PARAGRAPH_015,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,楷体_GB2312;楷体,14,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,16,P010,"Abstract：Using third person writing, clarify the purpose, methods, results, and conclusions of the research, preferably in around 300 words. The first appearance of abbreviations requires the full Chinese and English names, such as support ",Normal,,,,,19,方正书宋简体;宋体;黑体;SimHei,9,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r15:b=TRUE;i=inherit;r16:b=TRUE;i=inherit;r17:b=TRUE;i=inherit;r19:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,17,P011,Key words：abbreviations；support vector machine (SVM)（英文关键词与中文关键词词义、数量、顺序一致）,Normal,,,,,14,方正书宋简体;宋体;黑体;SimHei,9,r1:b=TRUE;i=inherit;r12:b=TRUE;i=inherit;r13:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,18,EMPTY_PARAGRAPH_018,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,楷体_GB2312;楷体,14,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,19,EMPTY_PARAGRAPH_019,,Normal(implicit),,,,,0,,,,0,0,0,,NAMED_STYLE_FORMATTING,formatting_mechanism=NAMED_STYLE_FORMATTING
HFUT_FMT_DOC,20,P012,引 言（四号黑体，顶格左排）,Normal,,,,,6,Times New Roman;黑体;SimHei,14,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING;numId=2;ilvl=0
HFUT_FMT_DOC,21,P013,作者需严格按此论文排版格式与要求线上投稿，两次修改后未达到本刊格式要求直接退稿处理。（五号宋体/Times New Roman）,Normal,,first_line_indent=438 twips;21.900 pt,,,6,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,22,P014,正文首次出现缩略语需提供中英文全称，如支持向量机（support vector machine，SVM）。,Normal,,first_line_indent=438 twips;21.900 pt,,,5,,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,23,P015,1 一级标题（四号黑体）,Normal,,,,,4,黑体;SimHei,14,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,24,P016,1.1 二级标题（五号黑体）,Normal,,,,,4,黑体;SimHei,,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,25,P017,1.1.1 三级标题（五号楷体）,Normal,,,,,3,楷体,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,26,P018,（各级标题均不转行）,Normal,,,,,1,黑体;SimHei,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,27,P019,……,Normal,,first_line_indent=438 twips;21.900 pt,,,1,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,28,P020,1.1.2 三级标题（五号楷体）,Normal,,,,,5,楷体,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,29,P021,……,Normal,,first_line_indent=438 twips;21.900 pt,,,1,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,30,P022,1.2 二级标题（五号黑体）,Normal,,,,,4,黑体;SimHei,,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,31,P023,……,Normal,,first_line_indent=438 twips;21.900 pt,,,1,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,32,P024,2 公式要求,Normal,,,,,4,黑体;SimHei,14,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit;r4:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,33,P025,本刊公式要求参照下载中心里《学术论文编写规则》（GB/T 7713.2—2022）和《物理科学和技术中使用的数学符号》（GB 3102.11-93）。,Normal,,first_line_indent=430 twips;21.500 pt,,,11,宋体;SimSun,,r2:b=TRUE;i=inherit;r4:b=TRUE;i=inherit;r5:b=TRUE;i=inherit;r6:b=TRUE;i=inherit;r7:b=TRUE;i=inherit;r8:b=TRUE;i=inherit;r9:b=TRUE;i=inherit;r10:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,34,P026,本刊公式必须用MathType公式编辑器录入编辑，数学式必须以正确的数学形式表示。,Normal,,first_line_indent=438 twips;21.900 pt,,,4,宋体;SimSun,,r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,35,P027,所有变量均斜体表示，角标一般为正体，当角标为变量时也为斜体；,Normal,,first_line_indent=440 twips;22.000 pt,,,12,宋体;SimSun,,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,36,P028,除函数名和特殊物理量之外，变量均用1个字母表示，可加下标以示区分或补充含义；矩阵、向量、矢量必须用加黑(粗)的斜体字母表示。,Normal,,first_line_indent=462 twips;23.100 pt,,,12,宋体;SimSun,,r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit;r4:b=TRUE;i=inherit;r6:b=TRUE;i=inherit;r7:b=TRUE;i=inherit;r8:b=TRUE;i=inherit;r9:b=TRUE;i=inherit;r10:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,37,P029,公式示例如下：,Normal,,first_line_indent=438 twips;21.900 pt,,,1,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,38,P030,（1）,Normal,end,,,,5,Times New Roman,,,0,0,1,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,39,P031,（2）,Normal,end,,,,7,Times New Roman,,,1,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,40,P032,（3）,Normal,end,,,,5,Times New Roman,,,1,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,41,P033,（当变量为矢量、向量、矩阵时，斜体并加粗）,Style19,,hanging_indent=0 twips;0.000 pt,,,8,黑体;SimHei,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,42,P034,（4）,Normal,end,,,,4,,,,1,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,43,P035,其中：为在t时刻度为的节点中被感染节点的比例；为度为的节点恢复概率；为度为的节点的算法介数；为t时刻感染节点发送信息包的比例。（由字母符号表示的变量，应随数学式对其含义进行解释。）,Normal,,,line_spacing=320 twips;16.000 pt;rule=exact,,26,宋体;SimSun;黑体;SimHei,,r5:b=inherit;i=TRUE;r22:b=inherit;i=TRUE,7,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,44,P036,3 图表格式要求,Normal,,,,,3,黑体;SimHei,14,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,45,P037,3.1 插图格式要求,Normal,,,,,3,黑体;SimHei,,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,46,P038,本刊插图具体要求参照下载中心里本刊插图要求及示例的附件。,Normal,,first_line_indent=438 twips;21.900 pt,,,4,,,r2:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,47,P039,附图连续编号，先文后图，图中字号为6号宋体，图上、下各空1行。,Normal,,first_line_indent=438 twips;21.900 pt,,,10,宋体;SimSun;方正书宋简体;宋体,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,48,P040,1）曲线图。建议采用Origin软件绘制曲线图，用复制页面功能插入Word中，不能截图或生成图片插入。曲线图要去掉底纹，只留曲线、坐标轴、刻度、量与单位。相关曲线图示例如图1所示。,Normal,,first_line_indent=429 twips;21.450 pt,line_spacing=320 twips;16.000 pt;rule=exact,,14,楷体,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,49,EMPTY_PARAGRAPH_049,,Normal,center,,,,1,,,,1,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,50,P041,图1 曲线图示例（六号黑体）,Normal,center,,,,6,黑体;SimHei,7.5,r4:b=TRUE;i=inherit;r6:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,51,EMPTY_PARAGRAPH_051,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,黑体;SimHei,7.5,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,52,P042,2）流程图、框图及在图中添加文字的图。,Normal,,first_line_indent=438 twips;21.900 pt,line_spacing=320 twips;16.000 pt;rule=exact,,4,宋体;SimSun,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,53,P043,建议采用Visio做图，复制到Word中；其他非Origin格式图片中的文字、数字、字母请在Visio中编辑，复制到Word中。相关框架图示例如图2所示。,Normal,,first_line_indent=438 twips;21.900 pt,line_spacing=320 twips;16.000 pt;rule=exact,,13,,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,54,EMPTY_PARAGRAPH_054,,Normal,center,,,,1,,,,1,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,55,P044,图2 框架图示例（Visio软件绘制，图中字六号字）,Normal,center,first_line_indent=316 twips;15.800 pt,,,9,黑体;SimHei,7.5,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,56,EMPTY_PARAGRAPH_056,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,黑体;SimHei,7.5,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,57,P045,3.2 表格格式要求,Normal,,,,,4,黑体;SimHei,,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,58,P046,本刊表格具体要求参照下载中心里本刊表格要求及示例的附件。,Normal,,first_line_indent=438 twips;21.900 pt,,,4,,,r2:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,59,P047,表格一律采用三线表。文表呼应，先文后表。表格示例见表1、表2所列。,Normal,,first_line_indent=436 twips;21.800 pt,,,9,方正书宋简体;宋体,,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,60,EMPTY_PARAGRAPH_060,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,黑体;SimHei,7.5,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,61,P048,表1 中文表名（六号黑体）,Normal,center,,,,7,方正书宋简体;宋体;黑体;SimHei,7.5,,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,62,P049,方法（六号宋）,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-81 twips;-4.050 pt;right_indent=-112 twips;-5.600 pt,,,4,,7.5,,0,0,0,table=1;row=1;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,63,P050,位移/mm,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt;right_indent=-51 twips;-2.550 pt,,,2,,7.5,,0,0,0,table=1;row=1;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,64,P051,正弯矩/（kN·m）,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt;right_indent=-51 twips;-2.550 pt,,,5,,7.5,,0,0,0,table=1;row=1;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,65,P052,加速度/(m/s2),Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt;right_indent=-51 twips;-2.550 pt,,,4,,7.5,,0,0,0,table=1;row=1;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,66,P053,等效计算,Normal,,hanging_indent=0 twips;0.000 pt;left_indent=-81 twips;-4.050 pt,,,1,,7.5,,0,0,0,table=1;row=2;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,67,P054,12.7,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=2;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,68,P055,102.4,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=2;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,69,P056,6.78,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=2;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,70,P057,实测,Normal,,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=3;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,71,P058,10.6,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=3;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,72,P059,105.6,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=3;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,73,P060,6.84,Normal,center,hanging_indent=0 twips;0.000 pt;left_indent=-37 twips;-1.850 pt,,,1,,7.5,,0,0,0,table=1;row=3;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,74,EMPTY_PARAGRAPH_074,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,黑体;SimHei,7.5,r1:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,75,P061,表2 B结构2种拆解实验数据 单位：min,Normal,center,,,,11,黑体;SimHei,7.5,r1:b=TRUE;i=inherit;r2:b=TRUE;i=inherit;r3:b=TRUE;i=inherit;r4:b=TRUE;i=inherit;r5:b=TRUE;i=inherit;r6:b=TRUE;i=inherit;r7:b=TRUE;i=inherit,0,0,0,,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,76,P062,序号,Normal,,first_line_indent=159 twips;7.950 pt,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=1;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,77,P063,非法拆解,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,Times New Roman,7.5,,0,0,0,table=2;row=1;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,78,P064,回收拆解,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,Times New Roman,7.5,,0,0,0,table=2;row=1;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,79,EMPTY_PARAGRAPH_079,,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=2;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,80,P065,T1,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,,7.5,r1:b=inherit;i=TRUE,0,0,0,table=2;row=2;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,81,P066,T2,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,,7.5,r1:b=inherit;i=TRUE,0,0,0,table=2;row=2;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,82,P067,T1,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,,7.5,r1:b=inherit;i=TRUE,0,0,0,table=2;row=2;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,83,P068,T2,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,2,,7.5,r1:b=inherit;i=TRUE,0,0,0,table=2;row=2;cell=5,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,84,P069,1,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=3;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,85,P070,45.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=3;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,86,P071,6.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=3;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,87,P072,3.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=3;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,88,P073,18.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=3;cell=5,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,89,P074,2,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=4;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,90,P075,43.5,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=4;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,91,P076,5.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=4;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,92,P077,2.7,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=4;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,93,P078,23.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=4;cell=5,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,94,P079,3,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=5;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,95,P080,46.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=5;cell=2,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,96,P081,5.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=5;cell=3,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,97,P082,2.8,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=5;cell=4,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,98,P083,22.0,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=5;cell=5,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
HFUT_FMT_DOC,99,P084,4,Normal,center,,line_spacing=240 twips;12.000 pt;rule=exact,,1,,7.5,,0,0,0,table=2;row=6;cell=1,MIXED_FORMATTING,formatting_mechanism=MIXED_FORMATTING
