source_id,paragraph_id,paragraph_role,run_index,raw_text,normalized_text,font_ascii,font_hAnsi,font_eastAsia,font_cs,font_size_pt,bold,italic,color,highlight,superscript,subscript,underline,xml_space_preserve,preceding_whitespace,following_whitespace,instruction_or_specimen,visible_black_or_red,semantic_role,applies_to_manuscript,notes
HFUT_FMT_DOC,P002,MANUSCRIPT_FORMAT_INSTRUCTION,5,  ,,,,Times New Roman,,14.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P002,MANUSCRIPT_FORMAT_INSTRUCTION,6,四,四,,,楷体_GB2312;楷体,,14.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P002,MANUSCRIPT_FORMAT_INSTRUCTION,7,2,2,,,楷体_GB2312;楷体,,14.0,FALSE,FALSE,AUTO_OR_INHERITED,,TRUE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,1,(1.,(1.,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,2,合肥工业大学,合肥工业大学,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,3, ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE, , ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,4,土木与水利工程学院，安徽,土木与水利工程学院，安徽,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,5, ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE, , ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,6,合肥,合肥,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,7, ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE, , ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,8,230009,230009,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,9,；,；,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,10,2.,2.,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,11,合肥工业大学,合肥工业大学,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,12, ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE, , ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,13,资源与环境工程学院，安徽,资源与环境工程学院，安徽,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,14, ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE, , ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,15,合肥,合肥,,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,16,  ,,,,Times New Roman,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,TRUE,  ,  ,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,17,230009),230009),,,,,7.5,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,FORMAT_DOCUMENT_CONTENT,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P003,MANUSCRIPT_SPECIMEN_CONTENT,18,（给出二级单位，省、市、邮编）,（给出二级单位，省、市、邮编）,黑体;SimHei,黑体;SimHei,黑体;SimHei,,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,1,摘  要,摘 要,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_LABEL,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,2,（,（,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,TRUE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,3,小,小,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,4,5,5,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,5,黑体,黑体,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,6,）,）,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,TRUE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,7,：,：,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_LABEL,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,8,采用第三人称写法，阐明研究的目的、方法、结果,采用第三人称写法，阐明研究的目的、方法、结果,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,9,、,、,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,10,结论,结论,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,11,，以,，以,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,12,300,300,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,13,字左右为宜,字左右为宜,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,14,；,；,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,15,第一次出现缩略语需要提供中英文全称，如支持向量机（,第一次出现缩略语需要提供中英文全称，如支持向量机（,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,16,support vector machine,support vector machine,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,17,，,，,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,18,SVM,SVM,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,19,）；,）；,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,20,避免出现图,避免出现图,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,21,、,、,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,22,表,表,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,23,以及,以及,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,24,参考文献,参考文献,,,,,9.0,FALSE,FALSE,000000,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,25,的序号。,的序号。,,,,,9.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_ABSTRACT_BODY,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,26,（小,（小,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,27,5,5,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,28,宋,宋,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,29,",",",",黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,30,行距,行距,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,31,14,14,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P004,MANUSCRIPT_SPECIMEN_CONTENT,32,磅）,磅）,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P005,MANUSCRIPT_SPECIMEN_CONTENT,1,关键词,关键词,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,AUTO_OR_INHERITED,,FALSE,FALSE,,FALSE,,,BLACK_SPECIMEN_RUN,BLACK_OR_INHERITED,CN_KEYWORDS_LABEL,YES,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P005,MANUSCRIPT_SPECIMEN_CONTENT,2,（,（,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,TRUE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P005,MANUSCRIPT_SPECIMEN_CONTENT,3,小,小,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P005,MANUSCRIPT_SPECIMEN_CONTENT,4,5,5,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
HFUT_FMT_DOC,P005,MANUSCRIPT_SPECIMEN_CONTENT,5,黑体,黑体,黑体;SimHei,黑体;SimHei,黑体;SimHei,黑体;SimHei,9.0,FALSE,FALSE,FF0000,,FALSE,FALSE,,FALSE,,,RED_INSTRUCTION_RUN,RED,RED_INSTRUCTIONAL_ANNOTATION,NO,LibreOffice-derived OOXML inspection of hash-verified legacy source; inherited properties remain explicit as such.
