source_id,source_filename,source_object_id,page,paragraph/table/object_locator,object_type,visible_text,instruction_color/status,explicit_requirement,observed_format,font_cn,font_latin,font_size_name,font_size_pt,bold,italic,alignment,left_indent,right_indent,first_line_indent,hanging_indent,line_spacing,spacing_before,spacing_after,keepNext,keepLines,pageBreakBefore,border_top,border_bottom,border_left,border_right,border_insideH,border_insideV,width,height,section_columns,column_gap,footer/header,status,literal,punctuation/grouping,authority_class,applies_to_current_manuscript,current_template_value,current_output_value,match_status,remediation_required,automatic_or_manual,notes
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P011,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 11,paragraph/run_group,Key words：abbreviations；support vector machine (SVM)（英文关键词与中文关键词词义、数量、顺序一致）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P012,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 12,paragraph/run_group,引  言（四号黑体，顶格左排）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,黑体;SimHei,,SOURCE_TEXT_OR_RUN_INSPECTION,14.0,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P013,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 13,paragraph/run_group,作者需严格按此论文排版格式与要求线上投稿，两次修改后未达到本刊格式要求直接退稿处理。（五号宋体/Times New Roman）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P014,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 14,paragraph/run_group,正文首次出现缩略语需提供中英文全称，如支持向量机（support vector machine，SVM）。,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P015,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 15,paragraph/run_group,1  一级标题（四号黑体）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,黑体;SimHei,,SOURCE_TEXT_OR_RUN_INSPECTION,14.0,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P016,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 16,paragraph/run_group,1.1  二级标题（五号黑体）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P017,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 17,paragraph/run_group,1.1.1  三级标题（五号楷体）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P018,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 18,paragraph/run_group,（各级标题均不转行）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,黑体;SimHei,黑体;SimHei,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P019,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 19,paragraph/run_group,……,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,宋体;SimSun,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P020,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 20,paragraph/run_group,1.1.2  三级标题（五号楷体）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P021,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 21,paragraph/run_group,……,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,宋体;SimSun,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P022,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 22,paragraph/run_group,1.2  二级标题（五号黑体）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P023,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 23,paragraph/run_group,……,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,宋体;SimSun,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P024,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 24,paragraph/run_group,2  公式要求,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,黑体;SimHei,,SOURCE_TEXT_OR_RUN_INSPECTION,14.0,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P025,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 25,paragraph/run_group,本刊公式要求参照下载中心里《学术论文编写规则》（GB/T 7713.2—2022）和《物理科学和技术中使用的数学符号》（GB 3102.11-93）。,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,430,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P026,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 26,paragraph/run_group,本刊公式必须用MathType公式编辑器录入编辑，数学式必须以正确的数学形式表示。,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P027,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 27,paragraph/run_group,所有变量均斜体表示，角标一般为正体，当角标为变量时也为斜体；,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,YES,NO,,,,440,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P028,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 28,paragraph/run_group,除函数名和特殊物理量之外，变量均用1个字母表示，可加下标以示区分或补充含义；矩阵、向量、矢量必须用加黑(粗)的斜体字母表示。,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,462,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P029,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 29,paragraph/run_group,公式示例如下：,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,438,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P030,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 30,paragraph/run_group,（1）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,right,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P031,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 31,paragraph/run_group,（2）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,right,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P032,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 32,paragraph/run_group,（3）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,right,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P033,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 33,paragraph/run_group,（当变量为矢量、向量、矩阵时，斜体并加粗）,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,,0,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P034,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 34,paragraph/run_group,（4）,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,,,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,right,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P035,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 35,paragraph/run_group,其中：为在t时刻度为的节点中被感染节点的比例；为度为的节点恢复概率；为度为的节点的算法介数；为t时刻感染节点发送信息包的比例。（由字母符号表示的变量，应随数学式对其含义进行解释。）,BLACK_OR_INHERITED,MathType conversion deferred; typography manifest applies.,LibreOffice DOC→DOCX derived OOXML inspection,,宋体;SimSun,SOURCE_TEXT_OR_RUN_INSPECTION,INHERITED_OR_UNSET,NO,NO,,,,,,exact:320,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,MANUAL,Stable object locator; page needs Word Desktop only if visual pagination is material.
HFUT_FMT_DOC,《合肥工业大学学报（自然科学版）》排版格式及相关要求.doc,HFUT_FMT_DOC-P036,LO_DERIVED_PAGE_NOT_STABLE,body paragraph 36,paragraph/run_group,3  图表格式要求,BLACK_OR_INHERITED,Main manuscript format or front-matter rule.,LibreOffice DOC→DOCX derived OOXML inspection,黑体;SimHei,,SOURCE_TEXT_OR_RUN_INSPECTION,14.0,YES,NO,,,,,,:,,,NO,NO,NO,,,,,,,,,,,,,,,TEXT_RULE_GENERAL,YES,See Phase7.1 style matrix,See Phase7.1 crosswalk,CLASSIFIED,SEE_CROSSWALK,AUTOMATIC,Stable object locator; page needs Word Desktop only if visual pagination is material.
